ItemID,Sentiment,SentimentText,text_clean,polarity,subjectivity,sentiment_label,compound,negative,positive,neutral
341,0,     &gt;( &gt;(  i'm mad and sad right now. Played so terrible today in both soccer and basketball.,right Played terrible today both soccer basketball,-0.35714285714285715,0.7678571428571428,Negative,-0.1779,0.295,0.229,0.476
342,0,     &lt;- but mustache man is not that desperate,mustache that desperate,-0.6,1.0,Negative,-0.3182,0.535,0.0,0.465
343,0,     &lt;--------- my face because i'm missing zoro tonight.,face because missing zoro tonight,-0.2,0.05,Negative,-0.296,0.355,0.0,0.645
344,0,     @riceuniversiity I know huh @Kouture85 Im bout to cry@Ahmier thanks Marco! *muah*,riceuniversiity know Kouture85 bout Ahmier thanks Marco muah,0.2,0.2,Positive,0.7351,0.0,0.508,0.492
345,0,     angry,angry,-0.5,1.0,Negative,-0.5106,1.0,0.0,0.0
346,1,     praise God for this beautiful day!!!     ,praise this beautiful,0.85,1.0,Positive,0.8176,0.0,0.882,0.118
347,0,     sry matt 2 hear that (,matt hear that,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
348,0,     what the fucccckkkkkkkkkk,what fucccckkkkkkkkkk,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
349,0,    Bye World!!!!!!,World,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
350,0,    i couldnt even have one fairytale night,couldnt even have fairytale night,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
351,0,    I'll be working when Pottercast/Lupins/Willows come near me.  FAIL.,working when Pottercast Lupins Willows come near FAIL,-0.2,0.35,Negative,-0.6408,0.377,0.0,0.623
352,0,"    My cell phone screen is dead.  Sooooooooooo, no texts and I don't know who's calling.  Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck",cell phone screen dead Sooooooooooo texts dont know whos calling Fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuck,-0.2,0.4,Negative,-0.6486,0.301,0.0,0.699
353,0,"    NO MORE SICKNESS. strike i say STRIKE! ohhhh well, 'nother day off school i guess",MORE SICKNESS strike STRIKE ohhhh well nother school guess,0.5,0.5,Positive,-0.5471,0.41,0.153,0.437
354,0,    Nobody likes Year One in the reviews I've read. I'm disappointed. But maybe now I'll like it more since I'm not expecting much..,Nobody likes Year reviews read disappointed maybe like more since expecting much,-0.016666666666666663,0.48333333333333334,Negative,0.296,0.178,0.305,0.517
355,0,   (must i say more?),must more,0.5,0.5,Positive,0.0,0.0,0.0,1.0
356,0,   *old me's dead and gone*,dead gone,-0.2,0.4,Negative,-0.6486,0.811,0.0,0.189
357,0,   ... have to go now ??? 13 more minutes   ... please please please,have more minutes please please please,0.5,0.5,Positive,0.7537,0.0,0.713,0.287
358,1,   @Lakers!! I love you guyssss! Those rings.. Mmmyeahh! Bling blingg,Lakers love guyssss Those rings Mmmyeahh Bling blingg,0.5,0.6,Positive,0.6369,0.0,0.375,0.625
359,1,   @PERFEKTnCHANCE (Chance) is Boo #29,PERFEKTnCHANCE Chance,0.0,0.0,Neutral,0.25,0.0,0.667,0.333
360,1,   @Standing_Stones  Thank you very much for the DVD suggestion!  Very nice of you!  Looks good.,StandingStones Thank very much suggestion Very nice Looks good,0.58,0.62,Positive,0.8297,0.0,0.593,0.407
361,0,   awwwww i really hate this.,awwwww really hate this,-0.8,0.9,Negative,-0.6115,0.571,0.0,0.429
362,0,   bad day.,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
363,0,   bad day.....damn you @311. What kind of ticket sale was that.....,daydamn What kind ticket sale that,0.6,0.9,Positive,0.5267,0.0,0.405,0.595
364,0,   Boston Globe could be shut down in 60 days http://sbne.ws/r/vWc,Boston Globe could shut down days http sbnews,-0.15555555555555559,0.2888888888888889,Negative,0.0,0.0,0.0,1.0
365,0,   bye guys!!!! i'ma miss ya'll sooo sooo much! but don't worry i'll be back on monday!!! have an awesome weekend!!! peace!!!!,guys miss yall sooo sooo much dont worry back monday have awesome weekend peace,0.39999999999999997,0.39999999999999997,Positive,0.8558,0.074,0.463,0.463
366,0,   can i have some followers :' ( ... i'm so sad...    NOW THAT I'M LOSING HOPE -pressure,have some followers THAT LOSING HOPE pressure,0.0,0.0,Neutral,-0.2263,0.42,0.276,0.304
367,0,   Couldn't bless'd da mic w/ my bra's in music 2day @ERiceOnTheBeat @moneybagzfam1st @circustk,Couldnt blessd bras music 2day ERiceOnTheBeat moneybagzfam1st circustk,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
368,0,   CRY CRY CRY   ,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
369,0,   F**kn day...,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
370,0,   Goodnight   ,Goodnight,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
371,0,   grandma is very sick. not doing well. going to the emergency room.,grandma very sick doing well going emergency room,-0.9285714285714286,1.0,Negative,-0.5899,0.457,0.174,0.369
372,1,   had a WONDERFUL day  G_D is GRRRRRRRRREAT!!!!!     ,WONDERFUL GRRRRRRRRREAT,1.0,1.0,Positive,0.5719,0.0,0.787,0.213
373,0,   I am going to shed tears if the Cavs have to go home tonight. Like seriously,going shed tears Cavs have home tonight Like seriously,-0.3333333333333333,0.6666666666666666,Negative,-0.0258,0.298,0.207,0.496
374,0,   i am soooo sad...at this point of night i'd be cuddling with jonathan like i did for 4 years,soooo sadat this point night cuddling with jonathan like years,0.0,0.0,Neutral,0.3612,0.0,0.217,0.783
375,0,   I hate you forever.,hate forever,-0.8,0.9,Negative,-0.5719,0.787,0.0,0.213
376,1,   I have passed 70-542 exam today   ,have passed 70542 exam today,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
377,0,   i missed it,missed,0.0,0.0,Neutral,-0.296,1.0,0.0,0.0
378,0,   i still Feel like a Douchebag,still Feel like Douchebag,0.0,0.0,Neutral,-0.3612,0.471,0.294,0.235
379,1,   I want to write a song. I think I will.,want write song think will,0.0,0.0,Neutral,0.0772,0.0,0.245,0.755
380,1,- @serialseb Always thought time estimates should use 'value of Pi rule' (x 3.14). Only exception being 'Pi squared rule'. ,serialseb Always thought time estimates should value rule Only exception being squared rule,0.0,1.0,Neutral,0.34,0.0,0.167,0.833
381,1, @SirKenRobinson Creativity via Twitter http://bit.ly/HVTHS,SirKenRobinson Creativity Twitter http bitly HVTHS,0.0,0.0,Neutral,0.3818,0.0,0.342,0.658
382,1,"- @SlashHudson you tease, i wanna hear the tracks!! ",SlashHudson tease wanna hear tracks,0.0,0.0,Neutral,-0.3182,0.365,0.0,0.635
383,0, @sommacolada never answering my im's,sommacolada never answering,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
384,1, @soultravelers3 http://bit.ly/H9Nqe  15 TravelTips 4 student safety in roughplaces,soultravelers3 http bitly H9Nqe TravelTips student safety roughplaces,0.0,0.0,Neutral,0.4215,0.0,0.286,0.714
385,0, @squarespace it's now fathers day and you haven't picked me...yet. I kind of want to incessantly bother you...#squarespace,squarespace fathers havent picked meyet kind want incessantly bother squarespace,0.6,0.9,Positive,-0.5962,0.384,0.096,0.519
386,1, @SRenaeNae... What is 'FML',SRenaeNae What,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
387,1, @sweetlilmzmia: &quot;Gotta LOVE Blip.fm - John Mayer Trio - CALIFORNIA DREAMIN' as heard on Conan 06/04/2009 ---... â« http://blip.fm/~7qdf0,sweetlilmzmia quotGotta LOVE Blipfm John Mayer Trio CALIFORNIA DREAMIN heard Conan 2009 http blipfm 7qdf0,0.5,0.6,Positive,0.7125,0.0,0.261,0.739
388,1, @Thatsrightnate ~ Just in case you need some help w that:  http://bit.ly/12nP1H,Thatsrightnate Just case need some help that http bitly 12nP1H,0.0,0.0,Neutral,0.4019,0.0,0.231,0.769
389,1, @THEDIAMONDCOACH  Im sure he'd love that LOL,THEDIAMONDCOACH sure love that,0.5,0.7444444444444445,Positive,0.7579,0.0,0.765,0.235
390,1, @theenglishmuse on &quot;Karl Lagerfeld&quot; 's Twitter profile(s) lol!  Heart the first pic http://tinyurl.com/cbl6tm,theenglishmuse quotKarl Lagerfeldquot Twitter profile Heart first http tinyurlcom cbl6tm,0.25,0.3333333333333333,Positive,0.6369,0.0,0.318,0.682
391,0, @TheIanCrawford is no longer in the Cab. To say I'm heartbroken is an understatement... good luck with everything! you're amazing ian.,TheIanCrawford longer heartbroken understatement good luck with everything youre amazing,0.65,0.75,Positive,0.6597,0.215,0.485,0.3
392,0, @va_songstress broke my twitter..,vasongstress broke twitter,0.0,0.0,Neutral,-0.4215,0.583,0.0,0.417
393,0, @warbo is off clubbing... must come over to sheffield sometime &amp; party but really probably shouldn't atm. a tech conference is a conf etc,warbo clubbing must come over sheffield sometime party really probably shouldnt tech conference conf,0.2,0.2,Positive,0.4019,0.0,0.172,0.828
394,1," @weselec My avatar can't figure out what you people are, either. http://tr.im/jj70",weselec avatar cant figure what people either http trim jj70,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
395,0, @xxkirahxx is fulfilling my life's ambition 2 go 2 a Jonas Brothers concert + I went 2 HMV and the new album is already sold out! Why me?,xxkirahxx fulfilling lifes ambition Jonas Brothers concert went album already sold,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
396,1," @yhf What happened to movies, anyway? It's like Hollywood forgot: in rough times, the public wants to see.. http://tr.im/mZ8l",What happened movies anyway like Hollywood forgot rough times public wants http trim mZ8l,0.03333333333333333,0.18888888888888888,Positive,0.3612,0.0,0.161,0.839
397,0, @zochula just yelled at me for picking apple store over food.,zochula just yelled picking apple store over food,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
398,1, @ZOEBOE: &quot;whoops credit is due to   &gt;&gt;&gt;rb@MusicIsMySunshine:  &quot; ? http://blip.fm/~7d4pk,ZOEBOE quotwhoops credit gtgtgtrb MusicIsMySunshine quot http blipfm 7d4pk,0.0,0.0,Neutral,0.3818,0.0,0.245,0.755
399,1, =&gt; How not to exit a Cessna 206 #skydiving http://bit.ly/16ZZJ7,exit Cessna skydiving http bitly 16ZZJ7,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
400,0, 1 of me cats kittens died only 3 days old too..RIP ming.,cats kittens died only days tooRIP ming,0.0,1.0,Neutral,-0.5574,0.375,0.0,0.625
401,0, 1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb,week before palm comes centro dies have temp phone contacts arent transfered sadpanda,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
402,1,"- 20 chicken mcnuggets, 2 double cheeseburgers, large fries, and a lemonade for dinner. Why you may ask? Because I hate my body. ",chicken mcnuggets double cheeseburgers large fries lemonade dinner Because hate body,-0.29642857142857143,0.5696428571428571,Negative,-0.5719,0.27,0.0,0.73
403,0, 3 hrs on da phone...lol dude is hilarious,phonelol dude hilarious,0.5,1.0,Positive,0.4019,0.0,0.574,0.426
404,1,- 400th tweet (!) breakfast: everything bagel toasted w/cream cheese with an iced cap... delish ,400th tweet breakfast everything bagel toasted cream cheese with iced delish,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
405,0, 5 gb of video to upload to utube :O dam sony vegas making it so big ,video upload utube sony vegas making,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
406,0, 50% of the new footwear labeling norm is definitions that are never referred to in the document. Who wrote this up?,footwear labeling norm definitions that never referred document wrote this,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
407,0, a big angry spider was crawling in my blankeys  i flicked it to the floor and cant sleep now,angry spider crawling blankeys flicked floor cant sleep,-0.5,1.0,Negative,-0.5106,0.32,0.0,0.68
408,1, A blessed sunday everyone!,blessed sunday everyone,0.0,0.0,Neutral,0.5994,0.0,0.661,0.339
409,0,=- A couple years of sickness all piled up to this one day,couple years sickness piled this,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
410,1, A dog riding the bicycle http://bit.ly/gvMzD,riding bicycle http bitly gvMzD,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
411,0," a fly just landed in my green chile stew. i've never been big on killing bugs, but this asshole asked for it. There goes my appetite",just landed green chile stew never been killing bugs this asshole asked There goes appetite,-0.2,0.3,Negative,0.5448,0.0,0.201,0.799
412,1, A problem shared is a buck passed,problem shared buck passed,0.0,0.0,Neutral,-0.0772,0.38,0.338,0.282
413,0, A_ just got the same handshake in her meeting. Vibe here sucks,just same handshake meeting Vibe here sucks,-0.15,0.2125,Negative,-0.3612,0.294,0.0,0.706
414,1, à¸à¸¹à¹?à¸à¹à¸à¹ hitech, hitech,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
415,0,  (Jonah:whats a tweet!?) SHARON!!!!!!!!!!!!,Jonah whats tweet SHARON,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
416,0,  alice is beating be at my scooby doo board game!,alice beating scooby board game,-0.4,0.4,Negative,-0.4588,0.429,0.0,0.571
417,1,  am quite tired can't wait till wwe at burswood &lt;3,quite tired cant wait till burswood,-0.4,0.7,Negative,-0.4927,0.39,0.0,0.61
418,0,  anyone have any advice on how to cope with a break up?,anyone have advice cope with break,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
419,0,"  arrrrrrrgggggggghhhhhhhh!!!!!!!!!!  that's it, all lines of communications are temporarily suspended! ",arrrrrrrgggggggghhhhhhhh thats lines communications temporarily suspended,0.0,0.0,Neutral,-0.4767,0.383,0.0,0.617
420,1,"=-  awake, and ready for the day",awake ready,0.2,0.5,Positive,0.3612,0.0,0.714,0.286
421,1,  Being NASTY in the studio with my woman!!!  Go SLEEPIES!!!,Being NASTY studio with woman SLEEPIES,-1.0,1.0,Negative,-0.6523,0.464,0.0,0.536
422,0,  but i understand.,understand,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
423,0,  cars being inspected today gonna cost me over 600 dollars ,cars being inspected today gonna cost over dollars,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
424,0,  e is OUT!,,0.0,0.0,Neutral,0.0,0.0,0.0,0.0
425,0,  everythings wrong.,everythings wrong,-0.5,0.9,Negative,-0.4767,0.756,0.0,0.244
426,0,  Exercise 2 build muscle mass is only thing that speeds metabolism: http://tinyurl.com/bvagbj,Exercise build muscle mass only thing that speeds metabolism http tinyurlcom bvagbj,0.0,1.0,Neutral,0.0,0.0,0.0,1.0
427,1,  feeling ok for the first time in a few days. thank you!,feeling first time days thank,0.25,0.3333333333333333,Positive,0.4588,0.0,0.571,0.429
428,1,"  found a new way to text him, yey!",found text,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
429,0,  friends dying is just horrible.,friends dying just horrible,-1.0,1.0,Negative,-0.1027,0.407,0.36,0.233
430,1,  going for a paddle 2moz ,going paddle 2moz,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
431,1,  Good Nite.  I hope Grandma visits my dreams again tonight.  Last Night was uplifting...  I miss her.,Good Nite hope Grandma visits dreams again tonight Last Night uplifting miss,0.35,0.33333333333333337,Positive,0.7845,0.088,0.47,0.442
432,1,  Goodbassplayer... that is funny.... ;)  OilIPO.... I hope the people that will bring us good things are started early this week... ,Goodbassplayer that funny OilIPO hope people that will bring good things started early this week,0.35000000000000003,0.6333333333333334,Positive,0.8271,0.0,0.42,0.58
433,0,  He was the best there.,best there,1.0,0.3,Positive,0.6369,0.0,0.808,0.192
434,0,  Hungover........ and craving chocolate! OMG how funny was the pub last night!! LOL,Hungover craving chocolate funny last night,0.125,0.5333333333333333,Positive,0.4404,0.0,0.367,0.633
435,0,  I dont want my sister to leave me for the whole summer!,dont want sister leave whole summer,0.2,0.4,Positive,-0.0191,0.192,0.18,0.628
436,0,  i hope everyone is at church so i can just go to my concert in peace on wed.  dont have to worry about rushing back to church to visit,hope everyone church just concert peace dont have worry about rushing back church visit,0.0,0.0,Neutral,0.8319,0.0,0.445,0.555
437,0, - i just spilt the last of my jordans cereal on the floor iâm distraught http://tumblr.com/xxw2329lh,just spilt last jordans cereal floor distraught http tumblrcom xxw2329lh,-0.3,0.5333333333333333,Negative,-0.5574,0.286,0.0,0.714
438,0,  I miss my family and friends.,miss family friends,0.0,0.0,Neutral,0.3612,0.281,0.544,0.175
439,0,  I see I missed the nectar sucking dirty talk ;),missed nectar sucking dirty talk,-0.6,0.8,Negative,-0.6249,0.63,0.0,0.37
440,0,  I want a freaking puppy now! A cute little black yorkshire terrier.,want freaking puppy cute little black yorkshire terrier,0.04861111111111111,0.6444444444444445,Positive,0.128,0.231,0.355,0.413
441,0, - I want irissa back http://tumblr.com/xpn1wrj48,want irissa back http tumblrcom xpn1wrj48,0.0,0.0,Neutral,0.0772,0.0,0.206,0.794
442,0,  I'm glad diversity got through...but what about stavros!  ,glad diversity throughbut what about stavros,0.5,1.0,Positive,0.4588,0.0,0.375,0.625
443,1,  I'm here to tell ya ... very yummy.  Decided to go on a hunt for blender drinks ... know any good ones?,here tell very yummy Decided hunt blender drinks know good ones,0.44999999999999996,0.45000000000000007,Positive,0.7645,0.0,0.423,0.577
444,0,  I'm out of Nutella  ,Nutella,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
445,0,  is it rlly tht serious? I'm abt to go thru my fonebook...,rlly serious thru fonebook,-0.3333333333333333,0.6666666666666666,Negative,-0.0772,0.302,0.0,0.698
446,1,  is listenin to my new fav band more amor,listenin band more amor,0.5,0.5,Positive,0.6478,0.0,0.589,0.411
447,0,  it is on environmental studies and driving me mental,environmental studies driving mental,-0.1,0.2,Negative,0.0,0.0,0.0,1.0
448,0,  I've always seen bits &amp; pieces of Shottas. now I've seen the whole movie...it ends sooooo sad   I'm gonna cry.  ,always seen bits pieces Shottas seen whole movieit ends sooooo gonna,0.2,0.4,Positive,0.0,0.0,0.0,1.0
449,1,  Just another day in paradise. ;),Just another paradise,0.0,0.0,Neutral,0.6369,0.0,0.677,0.323
450,0,  Just found a bone in my chicken nugget    Not cool,Just found bone chicken nugget cool,-0.125,0.8,Negative,0.3182,0.0,0.315,0.685
451,0," - Like I said, my back still fucking hurts and Iâm going to complain about it like no oneâs business.... http://tumblr.com/x6n25amd5",Like said back still fucking hurts going complain about like one business http tumblrcom x6n25amd5,-0.3,0.4,Negative,-0.2862,0.278,0.226,0.496
452,1,  love you! &lt;333,love lt333,0.5,0.6,Positive,0.6369,0.0,0.808,0.192
453,0,  my aunties dog is getting put down  hes my dogs brother aswell ,aunties getting down dogs brother aswell,-0.15555555555555559,0.2888888888888889,Negative,0.0,0.0,0.0,1.0
454,0," - my head feels like its going to explode - mmm, what a horrendous image... the mess!",head feels like going explode what horrendous image mess,-0.175,0.175,Negative,-0.5859,0.426,0.169,0.405
455,0,  my head is killing meee,head killing meee,0.0,0.0,Neutral,-0.6597,0.688,0.0,0.312
456,0," - My name is Amy. Iï¿½m only three My eyes are swollen I cannot see, I must be stupid, I must be bad What... http://tumblr.com/xfj1uain0",name only three eyes swollen cannot must stupid must What http tumblrcom xfj1uain0,-0.39999999999999997,1.0,Negative,0.4168,0.0,0.188,0.812
457,0," - my picture with Kris Karmada is gone forever, its not in my comments, on my mysapce or on my... http://tumblr.com/xzg1wy4jj",picture with Kris Karmada gone forever comments mysapce http tumblrcom xzg1wy4jj,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
458,0, Â«Confirmed: Missing Air France Flight 447 has Crashed in the AtlanticÂ»: http://bit.ly/BxdVL,Confirmed Missing France Flight Crashed Atlantic http bitly BxdVL,0.1,0.525,Positive,-0.296,0.216,0.0,0.784
459,0, about 1/4 of my myspace comments are gone. cause someone hacked onto wills account. and kept abusing others so he had to delete it.,about myspace comments gone cause someone hacked onto wills account kept abusing others delete,0.0,0.0,Neutral,-0.6908,0.322,0.0,0.678
460,0, about school....... it will all be over soon can't wait to celebrate            STRES till then,about school will over soon cant wait celebrate STRES till then,0.0,0.0,Neutral,-0.4585,0.231,0.0,0.769
461,1,- about to pop in a movie &amp; chill a bit... get it innnnn.! call n text ,about movie chill innnnn call text,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
462,1,=- about to swim,about swim,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
463,0, abt missing Air France plane. Follow here for best air news source:  http://tinyurl.com/m2p6yk,missing France plane Follow here best news source http tinyurlcom m2p6yk,0.4,0.175,Positive,0.4588,0.143,0.273,0.584
464,0, AFI are not at reading til sunday this sucks !!!!!!!!!,reading sunday this sucks,-0.3,0.3,Negative,-0.4357,0.489,0.0,0.511
465,0," after a crap night was looking forward to being cheered up, but no. Never mind.",after crap night looking forward being cheered Never mind,-0.8,0.8,Negative,0.1779,0.202,0.256,0.543
466,0, ah the postman didn't have my package. What am I goon to do for the rest of the day.....,postman didnt have package What goon rest,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
467,1, ahh school on monday!!!! not ready,school monday ready,0.2,0.5,Positive,0.3612,0.0,0.556,0.444
468,1," ahhh. Drizzy. Mr. Rogers, you are indeed the best.",ahhh Drizzy Rogers indeed best,1.0,0.3,Positive,0.6369,0.0,0.512,0.488
469,0," Airport Express doesn't rock enough to allow wireless scanning with the Canon pixma MX310, but otherwise it's wireless goodness.",Airport Express doesnt rock enough allow wireless scanning with Canon pixma MX310 otherwise wireless goodness,0.0,0.5,Neutral,0.3257,0.094,0.17,0.736
470,0," Alistair's friends are all in the kitchen and I'm in my pjs...I JUST WANT A CUP OF TEA, DAMMIT!",Alistairs friends kitchen pjsI JUST WANT DAMMIT,0.0,0.0,Neutral,0.6289,0.0,0.507,0.493
471,0, all day.. no play.,play,0.0,0.0,Neutral,0.34,0.0,1.0,0.0
472,0, all dressed up and no bicyclist for Monday nite ride n Henderson KY http://bit.ly/10H4ne,dressed bicyclist Monday nite ride Henderson http bitly 10H4ne,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
473,0, all I want is my ma in my arms  that's all I want is you in my arms,want arms thats want arms,0.0,0.0,Neutral,0.1531,0.0,0.464,0.536
474,0, all my friends are gone haley n katie @ camp Paris @ moms Landin n Ayonna @ aunts n moms im so bored,friends gone haley katie camp Paris moms Landin Ayonna aunts moms bored,-0.5,1.0,Negative,0.25,0.138,0.204,0.658
475,0, all nighter. yeeeeeeeeeeeessshhhh what a nightmare up coming 2 weeks. cannot wait to graduate!,nighter yeeeeeeeeeeeessshhhh what nightmare coming weeks cannot wait graduate,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
476,1, All the small things...,small things,-0.25,0.4,Negative,0.0,0.0,0.0,1.0
477,0," All those Non-Robsten posts are making me sad. I mean, I knew that, but to see it from others in words. So sad.",those NonRobsten posts making mean knew that from others words,-0.3125,0.6875,Negative,0.0,0.0,0.0,1.0
478,0, allison didnt win. She should have.,allison didnt should have,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
479,0, almost time to leave.,almost time leave,0.0,0.0,Neutral,0.0202,0.0,0.35,0.65
480,0, already getting sleepy...I really want to get my psych quizzes done tonight...,already getting sleepyI really want psych quizzes done tonight,0.2,0.2,Positive,0.1513,0.0,0.166,0.834
481,1,- always a nice thing to wake up to. yay. :p (gosh I'm such a typical lame overanalyzing teenager) lmao  / had a nice nap.,always nice thing wake gosh such typical lame overanalyzing teenager lmao nice,0.18888888888888888,0.7916666666666666,Positive,0.7717,0.138,0.468,0.394
482,1, am excited,excited,0.375,0.75,Positive,0.34,0.0,1.0,0.0
483,1, Am feelin very happy!? ,feelin very happy,1.0,1.0,Positive,0.6115,0.0,0.666,0.334
484,1, Am I feeding the Pig'?,feeding,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
485,0," am i losing my mind cause i wanna see my.TC on TV right now, this min? FU2 i want 2see CandyGirls!! not Daisy -dammit!! @iluvTerricka",losing mind cause wanna myTC right this want 2see CandyGirls Daisy dammit iluvTerricka,0.2857142857142857,0.5357142857142857,Positive,-0.3016,0.174,0.092,0.735
486,0, am sad to say i didn't get my results today somehow the school forgot to mail my results to me?? Typical. Ugh,didnt results today somehow school forgot mail results Typical,-0.16666666666666666,0.5,Negative,0.0,0.0,0.0,1.0
487,1,-- An alarm clock is a device for waking up people who do not have small children. --- ,alarm clock device waking people have small children,-0.25,0.4,Negative,-0.34,0.255,0.0,0.745
488,0, And how can you mend a broken heart?   â« http://blip.fm/~8k7kl,mend broken heart http blipfm 8k7kl,-0.4,0.4,Negative,0.2732,0.274,0.372,0.354
489,0, and I think that's why I felt really sick and depressed in school today cuz of all the stress.. I'm glad I got that off my chest :/,think thats felt really sick depressed school today stress glad that chest,-0.10714285714285715,0.9285714285714286,Negative,-0.7889,0.475,0.143,0.381
490,0, and i was just starting to get confident in myself! you have torn me down!,just starting confident myself have torn down,0.11481481481481481,0.40740740740740744,Positive,0.296,0.196,0.314,0.49
491,1, anoron.reedcourty.operaunite.com/webserver/content/ home.sch alternatÃ­va ,anoronreedcourtyoperaunitecom webserver content homesch alternat,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
492,0, another 45 mins....,another mins,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
493,0, another early day,another early,0.1,0.3,Positive,0.0,0.0,0.0,1.0
494,0, another father's day weekend I don't get to spend with my dad..,another fathers weekend dont spend with,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
495,1, Another Friday night of Rock Band,Another Friday night Rock Band,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
496,0, anticipating a tough day ahead,anticipating tough ahead,-0.3888888888888889,0.8333333333333334,Negative,-0.128,0.429,0.0,0.571
497,0, anyone know if Ghostbusters is region free on 360?? and where to get a US copy in Britain if it is,anyone know Ghostbusters region free where copy Britain,0.4,0.8,Positive,0.5106,0.0,0.32,0.68
498,1,  : D a million making a difference. I can't help but to believe. I came in believing &amp; I will leave believing GOD IS!,million making difference cant help believe came believing will leave believing,0.0,0.0,Neutral,-0.3523,0.278,0.0,0.722
499,0, - ?oVe&lt;33,oVelt33,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
500,0,  6:30...what's wrong wit it?,30whats wrong,-0.5,0.9,Negative,-0.4767,0.756,0.0,0.244
501,0, - alergic... nose itchy and eyes burning... Hope It's getting better soon....,alergic nose itchy eyes burning Hope getting better soon,0.5,0.5,Positive,0.5719,0.151,0.417,0.432
502,0,  and they KEEP on coming!   xox,they KEEP coming,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
503,0,  Another expensive weekend trip to the vet.,Another expensive weekend trip,-0.5,0.7,Negative,0.0,0.0,0.0,1.0
504,0,"  are there any parties tonight!? im hella bored at home, and its seems like everyone is busy!! LAMMMMEEE",there parties tonight hella bored home seems like everyone busy LAMMMMEEE,-0.2,0.65,Negative,0.4228,0.153,0.333,0.513
505,0,  but chilli prawns will make the pain better...,chilli prawns will make pain better,0.5,0.5,Positive,-0.1027,0.324,0.284,0.392
506,0,  daughter's beloved diabetic dwarf hamster died in her hands this morning...all creatures are worthy of love. â¥,daughters beloved diabetic dwarf hamster died hands this morningall creatures worthy love,0.5111111111111111,0.8666666666666667,Positive,0.7783,0.164,0.473,0.364
507,0,  DD has pinkeye...not fun.,pinkeyenot,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
508,0, -- Farrah Fawcett Dies of Cancer at 62 - ABC News http://bit.ly/akQLD (via @Turner),Farrah Fawcett Dies Cancer News http bitly akQLD Turner,0.0,0.0,Neutral,-0.6597,0.355,0.0,0.645
509,0,  feeling hopeless and useless.,feeling hopeless useless,-0.5,0.2,Negative,-0.6486,0.795,0.205,0.0
510,0,  forgot my lunch at home,forgot lunch home,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
511,0,  General Motors sold hummer :S :S,General Motors sold hummer,0.05000000000000002,0.5,Positive,0.0,0.0,0.0,1.0
512,1,  Good morning all! Have a great day!!!,Good morning Have great,0.75,0.675,Positive,0.7906,0.0,0.778,0.222
513,0,  goodnight..,goodnight,0.0,0.0,Neutral,0.0,0.0,0.0,1.0
